"Log Id"	"Internal Case"	"After Work"	"Holiday"	"Status"	"Customer"	"Time"	"Requestor"	"Submitted Date"	"Time"	"Subject"	"Problem Description"	"Module"	"Application_Form"	"Program Group"	"Type"	"Problem"	"Error Type"	"C(problemStatic)"	"Cause"	"Solution"	"Solution By"	"Responsible"	"Time"	"Projected Date"	"Closed  By"	"Closed Date"	"Submitted Date"	"Closed"	"Remark"	"Record By"	"Severity "	"Support  Type"	"LogType"	"Mail"	"Time"	"Time"	"Time"	"How To Check"	"Current Solution"	"C(longtermsolutionStatic)"	"Closed"	"Severity "	"Severity Days"	"SLA"	"PK Manday"	"LogDate"	
"TAK2603006"	0	0	0	"999-Closed"	"TAK"	"LIVE"	"K.Jittima"	"05/03/2026"	"13:45"	"ตรวจสอบการ Post A/R Paymenr Posting ไม่ผ่าน"	""	"AR"	"AR Payment Posting"	"AR Payment Posting"	"Localized"	"รบกวนตรวจสอบการ Post RE69020101  เนื่องจาก Post ไม่ผ่าน
รบกวนทีม PPCC ตรวจสอบเพื่อทำการ Post ให้ผ่าน"	"PPCC Localized"	""	"ข้อมูลยอดเงินของ Invoice SR69020049 บันทึกยอดเงินด้วยทศนิยม 4 ตำแหน่ง (-3313.2053)"	"แก้ไขยอดเงิน ที่ AR Payments ให้ตรงกับ AR Payment Distributions"	""	"J3"	"05/03/2026"	"10/03/2026"	"J3"	"06/03/2026"	"1049"	1	""	"sa"	"Standard"	""	""	"MAIL"	"05/03/2026"	"J3"	"14:00"	""	"แก้ไขยอดเงิน ที่ AR Payments ให้ตรงกับ AR Payment Distributions"	"แก้ไขยอดเงิน ที่ AR Payments ให้ตรงกับ AR Payment Distributions"	1	"Standard"	"3 Days"	Pass	0.00	"05/03/2026"	
"TAK2603007"	0	0	0	"999-Closed"	"TAK"	"LIVE"	"K.Nattakan"	"11/03/2026"	"09:45"	"แก้ไขรายงาน ภาษีซื้อ"	""	"AR"	"PPCC_Input Vat Report"	"Slaes Tax Report"	"Localized"	"แก้ไขรายงานภาษีซื้อ ตามไฟล์แนบ"	"PPCC Localized"	""	""	""	""	"J3"	"11/03/2026"	"16/03/2026"	"J3"	"12/03/2026"	"1123"	1	""	"J6"	"Standard"	""	""	"MAIL"	"11/03/2026"	"J6"	"09:45"	""	"Update Database และลบรายการออกจากรายงานภาษีซื้อ"	"Update Database และลบรายการออกจากรายงานภาษีซื้อ"	1	"Standard"	"3 Days"	Pass	0.00	"11/03/2026"	
"TAK2603008"	0	0	0	"999-Closed"	"TAK"	"LIVE"	"K.Jittima"	"19/03/2026"	"10:30"	"รบกวนแก้ไข Line Item ที่จะลดหนี้ให้ถูกต้องตาม AI ที่อ้างอิง"	""	"PAJ"	"PPCC_PriceAdjustmentInvoice"	"Price Adjustments"	"Customized"	"เนื่องจากทางทีมบัญชีได้ทำการลดหนี้ price Adj เนื่องจาก Line Item ไม่ได้ออกตามที่อ้างอิง AI68120003 
รบกวนทาง PPCC แก้ไข Line Item ออกให้ถูกต้องตามอ้างอิงเลขที่ Invoive ค่ะ"	"Customized Bug"	""	"คาดว่า User มีการแก้ไข Apply To Invoice หลังจากบันทึกข้อมูล Header ไปแล้ว"	"ลบข้อมูล Price Adjustment Line รายการเก่าออกจากระบบและ Insert ข้อมูล Invoice AI68120003 เข้าระบบ"	""	"J3"	"19/03/2026"	"25/03/2026"	"J3"	"20/03/2026"	"0906"	1	""	"sa"	"Standard"	""	""	"MAIL"	"19/03/2026"	"J3"	"11:05"	""	"ลบข้อมูล Price Adjustment Line รายการเก่าออกจากระบบและ Insert ข้อมูล Invoice AI68120003 เข้าระบบ"	"ลบข้อมูล Price Adjustment Line รายการเก่าออกจากระบบและ Insert ข้อมูล Invoice AI68120003 เข้าระบบ"	1	"Standard"	"3 Days"	Pass	0.00	"20/03/2026"	
"TAK2603009"	0	0	0	"999-Closed"	"TAK"	""	"May"	"02/03/2026"	""	"ช่วงนี้มีปัญหาเรื่อง cal cost ถี่ค่ะ ระบบแคลแล้ว คอสไม่ขึ้นบ้างอะไรบ้าง"	""	"IC"	"Item Warehouse Cost"	""	"Standard"	"ช่วงนี้มีปัญหาเรื่อง cal cost ถี่ค่ะ ระบบแคลแล้ว คอสไม่ขึ้นบ้างอะไรบ้าง ครั้งก่อนก็เป็นมาครั้งนึง แต่เราก็เข้าใจว่าอาจจะเป็นเพราะเราพลาดเอง ตอนนี้มีเคสใหม่ค่ะ งาน ชุดนี้เงื่อนไขเท่ากันหมดแม้กระทั่ง qty อะไร เป็นสาเหตุให้ระบบ cal ออกมาแล้ว cost ไม่เท่ากันคะ

แล้วการที่บางครั้ง ระบบ cal cost แล้ว ราคาไปไม่ถึง level 0
เกิดจากอะไรได้บ้างคะ"	""	""	"ในส่วนของเคสนี้ก็คือเจอว่ามีการกำหนด Lot size ไม่เท่ากันครับเลยทำให้ cost ไม่เท่ากันครับ ซึ่งถ้าหากให้ WIP-PRN-APC03-ROL-PET-PT061R00 กับ WIP-PRN-APC03-ROL-PET-PT061R01 และ WIP-PRN-APC03-ROL-PET-PT061R02 เท่ากันต้องไปกำหนด Lot size ให้เท่ากันครับ"	"โดยที่เมื่อทำการแก้ไข Lot size แล้วรบกวนลองทำการลบ setup ที่หน้า current operation ออกแล้วใส่ใหม่อีกครั้ง จากนั้นค่อยทำการตรวจสอบ cost ใหม่ครับ

สามารถเกิดจาก
1. roll cost ไม่ผ่าน
2. เกิดจาก low level ของ item ไม่ถูกต้องครับ โดยที่สามารถเรียกรายงาน Indent Current BOM Report เพื่อนำมาดูในส่วนของ low level ของ item ว่าถูกต้องหรือไม่ครับ
3. อาจจะเกิดจากข้อมูลไม่ถูกต้องเหมือนครั้งก่อนครับก็คือรบกวนลองทำการแก้ไขข้อมูลเหมือนกับเคสครั้งก่อนหน้าครับ
4. อาจจะเกิดจากการที่มีการผูก material ที่หน้า current material ก่อนแต่ item นี้ไม่ได้มีการกำหนด cost ครับ แล้วมาทำการกำหนด cost ภายหลังครับ
กรณีนี้รบกวน ก่อนทำการโหลดข้อมูลรบกวนช่วยรีวิวในส่วนของ cost ก่อนทำการโหลดครับ"	""	"WI"	""	"02/03/2026"	"WI"	"02/03/2026"	""	1	""	"sa"	""	""	""	"LINE"	""	""	""	""	""	""	1	""	""	Pass	0.00	"20/03/2026"	
"TAK2603010"	0	0	0	"999-Closed"	"TAK"	"LIVE"	"K.Jittima"	"24/03/2026"	"16:10"	"รบกวนแก้ไขเลขที่ ใบเพิ่มหนี้"	""	"AR"	"PPCC_PriceAdjustmentInvoice"	"Price Adjustment Invoice"	"Customized"	"รบกวนตรวจสอบใบเพิ่มหนี้  DR69030003  แก้ไขเลขที่ Run Number  จากเดิม 69030003  เป็น DR69030001
และตรวจสอบจำวนเงินในฟอร์มใบเพิ่มหนี้ค่ะ"	"Customized Bug"	""	"ในส่วนของรายงานยอดเงินหน่วยละคำนวณจาก Old Price – New Price ซึ่งเงื่อนไขการดึงข้อมูล Old Price จะดึง Unit Price จาก Customer Order Line มาคำนวณ แต่เนื่องจากปัจจุบัน CO CO69020343 Line #1 มีการแก้ไข Unit Price เป็น 0.72 ไปแล้ว ทำให้ยอดเงิน Old Price เท่ากับ New Price รายงานจึงแสดง 0"	"Update Database"	""	"J3"	"24/03/2026"	"27/03/2026"	"J3"	"25/03/2026"	"0923"	1	""	"J6"	"Standard"	""	""	"MAIL"	"24/03/2026"	"J6"	"16:15"	""	"Update Database"	"Update Database"	1	"Standard"	"3 Days"	Pass	0.00	"24/03/2026"	
"TAK2603011"	0	0	0	"999-Closed"	"TAK"	"LIVE"	"K.Jittima"	"25/03/2026"	"11:35"	"รบกวนตรวจสอบใบเพิ่มหนี้  DR69030002  ตรวจสอบจำวนเงินในฟอร์มใบเพิ่มหนี้ค่ะ"	""	"AR"	"PPCC_PriceAdjustmentInvoice"	"Price Adjustment Invoice"	"Customized"	"รบกวนตรวจสอบใบเพิ่มหนี้  DR69030002  ตรวจสอบจำวนเงินในฟอร์มใบเพิ่มหนี้ค่ะ"	"Customized Bug"	""	"ยอดเงินหน่วยละในรายงานคำนวณจาก Old Price – New Price ซึ่งเงื่อนไขการดึงข้อมูล Old Price จะดึง Unit Price จาก Customer Order Line มาคำนวณ แต่เนื่องจากปัจจุบัน CO. CO69020237 Line #1 มีการแก้ไข Unit Price เป็น 1.51 ไปแล้ว ทำให้ยอดเงิน Old Price เท่ากับ New Price รายงานจึงแสดง 0"	"แก้ไขเงื่อนไขการดึงข้อมูล Price และดึงรายงานส่งให้ User"	""	"J3"	"25/03/2026"	"30/03/2026"	"J3"	"27/03/2026"	"1023"	2	""	"sa"	"Standard"	""	""	"MAIL"	"25/03/2026"	"J3"	"12:20"	""	"แก้ไขเงื่อนไขการดึงข้อมูล Price และดึงรายงานส่งให้ User"	"แก้ไขเงื่อนไขการดึงข้อมูล Price และดึงรายงานส่งให้ User"	2	"Standard"	"3 Days"	Pass	0.00	"25/03/2026"	
"TAK2604001"	0	0	0	"999-Closed"	"TAK"	"LIVE"	"K.Nattakan"	"01/04/2026"	"10:10"	"แก้ไขเลขใบกำกับภาษี"	""	"AP"	"AP Posted Transaction Detail"	"AP Posted Transactions Detail"	"Localized"	"รบกวนแก้ไขเลขใบกำกับภาษี ใน APV 88397 จากเลข 1526032571  เป็น 1526032634"	"PPCC Localized"	""	""	"Update Database"	""	"J3"	"01/04/2026"	"06/04/2026"	"J3"	"01/04/2026"	"1052"	1	""	"sa"	"Standard"	""	""	"MAIL"	"01/04/2026"	"J3"	"10:45"	""	"Update Database"	"Update Database"	1	"Standard"	"3 Days"	Pass	0.00	"01/04/2026"	
"TAK2604002"	0	0	0	"999-Closed"	"TAK"	"LIVE"	"K.Jittima"	"03/04/2026"	"08:55"	"รบกวนแก้ไขเลขที่ Run number"	""	"AR"	"PPCC_PriceAdjustmentInvoice"	"Price Adjustment Invoice"	"Customized"	"เนื่องจากทางทีมบัญชีออกเพิ่มหนี้เพื่อ Ofset ใบลดหนี้ SR69030028
แต่เลขที่ Run number ไม่ถูกต้อง รบกวนแก้ไขเลขที่ Runnumber เป็น DR69030003"	"Customized Bug"	""	""	"Update Database"	""	"J3"	"03/04/2026"	"08/04/2026"	"J3"	"03/04/2026"	"1420"	1	""	"J6"	"Standard"	""	""	"MAIL"	"03/04/2026"	"J6"	"09:00"	""	"Update Database"	"Update Database"	1	"Standard"	"3 Days"	Pass	0.00	"03/04/2026"	
"TAK2604003"	0	0	0	"999-Closed"	"TAK"	"LIVE"	"K.Nattakan"	"03/04/2026"	"09:10"	"แก้ไขจำนวนเงิน Purch Amt และ Invoice Amt"	""	"AP"	"PPCC_APVoucherandAdjustments"	"AP Voucher and Adjustments"	"Localized"	"รบกวนแก้ไข จำนวนเงินใน APV 88542 ก่อน Vat จาก  2,559.96  บาท  เป็น  2,560 บาท

และ Invoice Amt จาก 2,739.16  บาท เป็น  2,739.20 บาท ตามเอกสารด้านล่างคะ"	"Opening Balance"	""	""	"Update Database"	""	"J3"	"03/04/2026"	"08/04/2026"	"J3"	"03/04/2026"	"1423"	1	""	"J6"	"Standard"	""	""	"MAIL"	"03/04/2026"	"J6"	"09:15"	""	"Update Database"	"Update Database"	1	"Standard"	"3 Days"	Pass	0.00	"03/04/2026"	
"TAK2604004"	0	0	0	"999-Closed"	"TAK"	"LIVE"	"K.Jittima"	"03/04/2026"	"09:15"	"รบกวนแก้ไขเลขที่ Run number"	""	"AR"	"PPCC_PriceAdjustmentInvoice"	"Price Adjustment Invoice"	"Customized"	"เนื่องจากทีมบัญชี จะ Post แต่ไม่สามารถ Post ได้ รบกวนตรวจสอบค่ะ"	"Knowledge"	""	"โปรแกรม Price Adjustment จะต้องแก้ไขราคาระบบจึงจะคำนวณ Line Net, Sales Tax, Invoice Total ให้"	"User แก้ไขโดยใส่ New Price แต่เมื่อเรียกรายงานแสดงยอดเงินไม่ถูกต้องทาง PPCC จึงแก้ไขรายงานและดึงรายงานให้ User แทน"	""	"J3"	"03/04/2026"	"08/04/2026"	"J3"	"03/04/2026"	""	1	""	"J6"	"Standard"	""	""	"MAIL"	"03/04/2026"	"J6"	"09:15"	""	"User แก้ไขโดยใส่ New Price แต่เมื่อเรียกรายงานแสดงยอดเงินไม่ถูกต้องทาง PPCC จึงแก้ไขรายงานและดึงรายงานให้ User แทน"	"User แก้ไขโดยใส่ New Price แต่เมื่อเรียกรายงานแสดงยอดเงินไม่ถูกต้องทาง PPCC จึงแก้ไขรายงานและดึงรายงานให้ User แทน"	1	"Standard"	"3 Days"	Pass	0.00	"03/04/2026"	
"TAK2604005"	0	0	0	"999-Closed"	"TAK"	"LIVE"	"K.Jittima"	"03/04/2026"	"11:40"	"รบกวนแก้ไขเลขที่ Run number"	""	"AR"	"PPCC_InvoicePosting"	"Invoice Posting"	"Customized"	"รบกวนลบเลขที่ใบลดหนี้ SR69040001-5  เนื่องจากเกิดขึ้นในระบบเอง  ไม่ได้ใช้ในการลดหนี้ค่ะ"	"Human Error"	""	""	"ลบใบลดหนี้ SR69040001- SR69040006"	""	"J3"	"03/04/2026"	"08/04/2026"	"J3"	"03/04/2026"	"1426"	1	""	"J6"	"Standard"	""	""	"MAIL"	"03/04/2026"	"J6"	"11:45"	""	"ลบใบลดหนี้ SR69040001- SR69040006"	"ลบใบลดหนี้ SR69040001- SR69040006"	1	"Standard"	"3 Days"	Pass	0.00	"03/04/2026"	
"TAK2604006"	0	0	0	"999-Closed"	"TAK"	"LIVE"	"K.Nattakan"	"06/04/2026"	"09:10"	"กรอก ประเภทของการหัก ณ ที่จ่าย"	""	"AP"	"PPCC_Withholding Tax Certificate"	"Withholding Tax Certificate Report"	"Standard"	"รบกวรกรอกประเภท ของการหัก ณ ที่จ่าย เป็น ค่าขนส่ง ในกรอบสีแดง"	"PPCC Localized"	""	""	"Update Database"	""	"J3"	"07/04/2026"	"10/04/2026"	"J3"	"08/04/2026"	"1030"	2	""	"J6"	"Standard"	""	""	"MAIL"	"07/04/2026"	"J6"	"08:35"	""	"Update Database"	"Update Database"	2	"Standard"	"3 Days"	Pass	0.00	"07/04/2026"	
"TAK2604007"	0	0	0	"999-Closed"	"TAK"	"LIVE"	"K.Nattakan"	"06/04/2026"	"08:15"	"แก้ไขรายงาน ภาษีซื้อ"	""	"AR"	"PPCC_Input Vat Report"	"Slaes Tax Report"	"Localized"	"รบกวนแก้ไข รายงานภาษีซื้อ ตามไฟล์แนบคะ"	"Opening Balance"	""	""	"Update Database"	""	"J3"	"07/04/2026"	"10/04/2026"	"J3"	"08/04/2026"	"1030"	2	""	"J6"	"Standard"	""	""	"MAIL"	"07/04/2026"	"J6"	"08:55"	""	"Update Database"	"Update Database"	2	"Standard"	"3 Days"	Pass	0.00	"07/04/2026"	
"TAK2604008"	0	0	0	"999-Closed"	"TAK"	"LIVE"	"K.Budsaya"	"06/04/2026"	"07:30"	"สอบถามรายงานGL"	""	"GL"	"General Ledger"	"General Ledger"	"Standard"	"รบกวนตรจสอบรายงานในGLให้หน่อยค่ะว่าเรียกGL  รายงานออกไม่เหมือนกันดังรูปข้างล่าง GL 2124-02
กรณีที่ 1 รายงานแสดงข้อมูลไม่ตรงกัน
แบบที่ 1 เรียกGL ตั้งแต่01/01/2026-31/03/2026  ข้อมูลเป็น 0ถูกต้อง
แบบที่2  เรียกGL ตั้งแต่01/03/2026-31/03/2026  เรียกเงื่อนไขเหมือนกัน แต่รายงานออกไม่ตรงกัน
กรณีที่2  รายการนี้ไม่มีเอกสาร แต่มีในระบบซึ่งตอนเดือน 2 ปิดตัวเลขไปแล้วไม่มีข้อมูลชุดนี้ ไม่รู้เกิดจากสาเหตุอะไร รบตรวจสอบให้ทีนะค่ะ"	"Standard Bug"	""	"คาดว่าเกิดจากลบข้อมูล Reference APPR KNA0002 ที่ตาราง ledger แต่ข้อมูลที่ตาราง ledger_all ไม่ได้ถูกลบตามไปด้วยจึงทำให้เกิดยอดค้างจำนวน -20916.23"	"ลบข้อมูลที่ตาราง ledger_all"	""	"J3"	"07/04/2026"	"10/04/2026"	"J3"	"08/04/2026"	"1029"	2	""	"J6"	"Standard"	""	""	"MAIL"	"07/04/2026"	"J6"	"09:15"	""	"ลบข้อมูลที่ตาราง ledger_all"	"ลบข้อมูลที่ตาราง ledger_all"	2	"Standard"	"3 Days"	Pass	0.00	"07/04/2026"	
"TAK2604009"	0	0	0	"999-Closed"	"TAK"	"LIVE"	"K.Nattakan"	"06/04/2026"	"09:35"	"ย้าย รายงาน จาก ภ.ง.ด 53 เป็น ภ.ง.ด 3"	""	"AP"	"PPCC_Withholding Tax Certificate"	"Withholding Tax Certificate Report"	"Localized"	"รบกวน ย้ายรายการ ในรายงาน บรรทัด  ที่ 10 ไป อยู่ในรายงาน ภ.ง.ด 3 และ รบกวนแก้ไข ใบหัก ณ ที่จ่าย เป็น ภ.ง.ด 3 ทีคะ"	"PPCC Localized"	""	""	"Update Database"	""	"J3"	"07/04/2026"	"10/04/2026"	"J3"	"08/04/2026"	"1029"	2	""	"J6"	"Standard"	""	""	"MAIL"	"07/04/2026"	"J6"	"08:40"	""	"Update Database"	"Update Database"	2	"Standard"	"3 Days"	Pass	0.00	"07/04/2026"	
"TAK2604010"	0	0	0	"999-Closed"	"TAK"	"LIVE"	"K.Ya Pa"	"17/04/2026"	"08:35"	"ตรวจสอบให้ที่ครับยอดหายครับ"	""	"IC"	"Item Lot Locations"	"Item Lot Locations"	"Customized"	"ตรวจสอบให้ที่ครับยอดหายครับน้องหน้างานบอกว่าเบิกของลงมาแล้วหายอดในระบบไม่มีครับมีเลข 260400000000001/ 260400000000002 / 260400000000003 / 260400000000004 / 2604000000000006  ร้วม 5 ม้วนครับ"	"Customized Bug"	""	""	"Update Database"	""	"J3"	"17/04/2026"	"22/04/2026"	"J3"	"20/04/2026"	"0835"	1	""	"sa"	"Standard"	""	""	"LINE"	"17/04/2026"	"J3"	"10:15"	""	"Update Database"	"Update Database"	1	"Standard"	"3 Days"	Pass	0.00	"17/04/2026"	
"TG26010001"	0	0	0	"100-Awaiting Customer"	"TG"	"ERP_TG"	"K.Sirinat"	"05/01/2026"	"09:00"	"ERP TG : Error Mass Journal Posting"	""	"GL"	"PPCC_Mass Journal Posting"	"Mass Journal Posting"	"Customized"	"รบกวนตรวจสอบและแก้ไข Error ตามรูปภาพด้านล่างให้ด้วยค่ะ เนื่องจากจังหวะการ Post GL ที่ ERP TG เจอ Error เกี่ยวกับ Next Key ตามรูปภาพด้านล่างค่ะ
Error Programmer Error: Transaction must be in effect to call InsertNewKeySp"	"Customized Bug"	""	"ข้อมูลถูกติ๊ก Reverting จึงไม่สามารถ Post ผ่านหน้าจอ PPCC_Mass Journal Posting ได้"	"เบื้องต้นให้ User ใช้หน้าจอ PPCC LedgerPostingForJournal แทนไปก่อนเพื่อให้ปิดบัญชีได้"	""	"J3"	"05/01/2026"	"06/01/2026"	"J3"	"12/01/2026"	"1202"	5	""	"sa"	"Major"	""	""	"MAIL"	"05/01/2026"	"J3"	"11:45"	"0.5 MD"	"เบื้องต้นให้ User ใช้หน้าจอ PPCC LedgerPostingForJournal แทนไปก่อนเพื่อให้ปิดบัญชีได้"	"เบื้องต้นให้ User ใช้หน้าจอ PPCC LedgerPostingForJournal แทนไปก่อนเพื่อให้ปิดบัญชีได้  (แก้ไขโปรแกรม)"	5	"Major"	"1 Days"	Pass	0.50	"05/01/2026"	
"TG26010002"	0	0	0	"999-Closed"	"TG"	"ERP_TG"	"K.Nattakit"	"07/01/2026"	"17:15"	"ยอด diff ทั้งด้าน dr 2,016.42 และ cr  2,016.41"	""	"AR"	"PPCC_AR Invoice Voucher Report"	"AR Invoice Voucher Report"	"Application Support"	"รบกวนตรวจสอบเคสนี้ให้ด้วยครับ ทาง TG มีการขายเศษวัสดุ ราคา 2,016.40 บาท RUN invoice ผ่าน job co F260000001 ได้ INV NO. FDIN02600004 วันที่ 7-1-26  เมื่อมา post gl หน้า invoice credit note debit note พบว่า
ยอด diff ทั้งด้าน dr 2,016.42 และ cr  2,016.41  ซึ่งยอดใน INVOICE ถูกต้องแล้ว voucher ควรจะเป็นเหมือน INVOICE  ยอดก่อน vat  1,884.49 ยอด vat 131.91 ยอดรวม vat  2,016.40
"	"PPCC Localized"	""	"ระบบคำนวณโดยปัดทศนิยม Price"	"Update Database"	""	"J3"	"08/01/2026"	"13/01/2026"	"J3"	"08/01/2026"	"0857"	1	""	"sa"	"Standard"	""	""	"MAIL"	"08/01/2026"	"J3"	"08:30"	""	"Update Database"	"Update Database"	1	"Standard"	"3 Days"	Pass	0.00	"08/01/2026"	
"TG26040001"	0	0	0	"999-Closed"	"TG"	"ERP_TG"	"K.Nattakit"	"07/04/2026"	"16:40"	"ข้อมูลหน้า PPCC_GLPostedTransactions ช่อง Order ไม่แปะเลข CO"	""	"GL"	"PPCC_GLPostedTransactions"	"GL Posted Transactions"	"Application Support"	"รบกวนตรวจสอบและแก้ไขเคสให้ด้วยครับ เนื่องจากมีการคีย์ Inv down งาน CO ผ่าน ProgressiveBillings อ้างอิง CO : F260000043 , F260000048 
จากนั้นตรวจสอบที่หน้า PPCC_GLPostedTransactions ที่ Tab Additional ช่อง Order ไม่แปะเลข CO ครับ
"	"Knowledge"	""	"บันทึก Reference เป็น FIIN02600029 มัดจำ 30% และ FIIN02600030 มัดจำ 30% จึงทำให้เงื่อนไขการตัดข้อความจาก Reference เพื่อหาเลขที่ Invoice ทำงานไม่ถูกต้อง"	"แก้ไข Reference เป็น มัดจำ 30% FIIN02600029 และ มัดจำ 30% FIIN02600030"	""	"J3"	"08/04/2026"	"13/04/2026"	"J3"	"08/04/2026"	"1028"	1	""	"sa"	"Standard"	""	""	"MAIL"	"08/04/2026"	"J3"	"09:00"	""	"แก้ไข Reference เป็น มัดจำ 30% FIIN02600029 และ มัดจำ 30% FIIN02600030"	"แก้ไข Reference เป็น มัดจำ 30% FIIN02600029 และ มัดจำ 30% FIIN02600030"	1	"Standard"	"3 Days"	Pass	0.00	"08/04/2026"	
"TG26050001"	0	0	0	"999-Closed"	"TG"	"ERP_TG"	"Alex Bozo (Line)"	"25/05/2026"	"14:15"	"รบกวนช่วยตรวจสอบ icash รอบ 14.10 น. วันนี้ให้ด้วยครับ Task Failed ครับ"	""	"ISH"	"Sync i-Cash"	"I-Cash"	"Customized"	"รบกวนช่วยตรวจสอบ icash รอบ 14.10 น. วันนี้ให้ด้วยครับ Task Failed ครับ
รายการที่ส่งเข้ามาครับ
Total size: 40 row(s)

Success : 34 Batch(s)
Site name: ERP_PKM / Success : 9 Batch(s)


Employee Batch ID 
49034 WAP-2A26052500001 
60371 WAP-2A26052500005 
61014 WAP-2C26052500004 
61014 WAP-2C26052500005 
53047 WAP-2P26052500005 
60371 WAP-2P26052500017 
66016 WAP-2P26052500020 
66016 WAP-2P26052500021 
68085 WAP-2P26052500022 


Site name: ERP_PK / Success : 2 Batch(s)


Employee Batch ID 
55091 WAP-2A26052500002 
63020 WAP-2A26052500006 


Site name: ERP_TG / Success : 16 Batch(s)


Employee Batch ID 
56147 WAP-2A26052500003 
58121 WAP-2A26052500004 
69029 WAP-2A26052500007 
57360 WAP-2C26052500001 
57360 WAP-2C26052500002 
57360 WAP-2C26052500003 
56147 WAP-2P26052500006 
56147 WAP-2P26052500007 
58152 WAP-2P26052500008 
58152 WAP-2P26052500009 
58152 WAP-2P26052500010 
58152 WAP-2P26052500011 
58202 WAP-2P26052500012 
58202 WAP-2P26052500013 
58202 WAP-2P26052500014 
58202 WAP-2P26052500015 


Site name: ERP_PKT / Success : 7 Batch(s)


Employee Batch ID 
45025 WAP-2P26052500001 
45025 WAP-2P26052500002 
47121 WAP-2P26052500003 
47121 WAP-2P26052500004 
60144 WAP-2P26052500016 
62053 WAP-2P26052500018 
65244 WAP-2P26052500019"	"Technical"	""	"ระบบ Deadlock"	"Run Stored Procedure PPCC_ICash_BGInsertSp"	""	"J2"	"25/05/2026"	"28/05/2026"	"J3"	"25/05/2026"	"1629"	1	""	"sa"	"Standard"	""	""	"MAIL"	"25/05/2026"	"J2"	"16:15"	"0.5 MD"	"Run Stored Procedure PPCC_ICash_BGInsertSp"	"Run Stored Procedure PPCC_ICash_BGInsertSp"	1	"Standard"	"3 Days"	Pass	0.50	"25/05/2026"	
"TTSC260101"	0	0	0	"999-Closed"	"TTSC"	"TTSC_LIV"	"KASSARIN"	"09/01/2026"	"14:55"	"เรียกรายงานเป็น Excel เมนูPPCC Vendor"	""	"Vendors"	"PPCC_Vendors"	"Vendors"	"Application Support"	"เมนู PPCC Vendor เรียกรายงาน เป็น Excel  แล้ว แต่ ช่อง TAX ID ตัวเลขมาไม่ครบ มีวิธีดึงรายงานออกมาให้ตัวเลขครบไหมคะ 
 
Tax ID
1.1555E+11
1.07537E+11
1.05555E+11
"	"Knowledge"	""	"เป็นปัญหาของ Excel"	"แปลง Format ของ Column เป็น Text หรือใช้สูตร =TEXT(Column,""0000000000000"")"	""	"S11"	"09/01/2026"	"14/01/2026"	"J3"	"12/01/2026"	"0850"	1	""	"sa"	"Standard"	""	""	"MAIL"	"09/01/2026"	"S11"	"15:00"	""	"แปลง Format ของ Column เป็น Text หรือใช้สูตร =TEXT(Column,""0000000000000"")"	"แปลง Format ของ Column เป็น Text หรือใช้สูตร =TEXT(Column,""0000000000000"")"	1	"Standard"	"3 Days"	Pass	0.00	"09/01/2026"	
"TTSC260102"	0	0	0	"010-Open"	"TTSC"	"TTSC_LIV"	"KASSARIN"	"15/01/2026"	"11:40"	"Purchase Price Variance"	""	"Item"	"items"	"Item Warehouse Cost"	"Standard"	"ต้องการทราบสาเหตุ ที่เกิดบัญชี 9100-5 Purchase Price Variance เนื่องจากรับ Item 35023-0532 เข้าระบบ วิ่งเข้า GL Code 9100-5 ทั้งก้อน ไม่วิ่งเข้า Finished Goods ราคารับเข้า 61.81 บาท"	"Knowledge"	""	"เกิดจากรหัส Item 35023-0532 ถูกกำหนด Cost Type = Standard , Cost Method = Standard และเมื่อมีการตรวจสอบที่หน้าจอ Item cost พบว่า Standard cost = 0 บาท ระบบจึงบันทึกบัญชี Finished Good = 0 แล้วผลต่างระหว่าง Standard cost กับยอดตั้งหนี้  จึงลงบัญชี Purchase Price Variance"	""	""	"J6"	"15/01/2026"	"20/01/2026"	"J3"	"20/01/2026"	""	3	""	"J6"	"Standard"	""	""	"MAIL"	"15/01/2026"	"J6"	"11:50"	""	"หากกำหนด Cost Type , Cost Method ผิด สามารถทำการแก้ไขที่หน้าจอ Item ระบบบันทึกรายการปรับปรุงบัญชีให้ที่สมุดรายวัน IC Dist."	"หากกำหนด Cost Type , Cost Method ผิด สามารถทำการแก้ไขที่หน้าจอ Item ระบบบันทึกรายการปรับปรุงบัญชีให้ที่สมุดรายวัน IC Dist."	3	"Standard"	"3 Days"		0.00	"15/01/2026"	
